 time            vin             i(v1)           l0             
 1.16209975e-09  3.65084405e-08 -3.69344667e-11  9.88465349e+02 
 1.54113140e-09  4.84160707e-08 -4.89810501e-11  9.88465349e+02 
 1.55297613e-09  4.87881842e-08 -4.51136050e-11  1.07345645e+03 
 1.57666561e-09  4.95324111e-08 -4.48818161e-11  1.08590458e+03 
 1.59781730e-09  5.01969110e-08 -9.60599741e-12  5.22558035e+03 
 1.60036974e-09  5.02770982e-08 -8.80005093e-12  5.66989862e+03 
 1.60547462e-09  5.04374726e-08 -9.02804581e-12  5.41771897e+03 
 1.61360378e-09  5.06928577e-08 -1.31745386e-11  3.65050363e+03 
 1.61936930e-09  5.08739870e-08 -1.34710673e-11  3.76562756e+03 
 1.62528590e-09  5.10598625e-08 -9.21678904e-12  5.47914812e+03 
 1.63111302e-09  5.12429268e-08 -9.48237711e-12  5.31092136e+03 
 1.63636165e-09  5.14078174e-08 -1.29455916e-11  3.74669312e+03 
 1.64047238e-09  5.15369597e-08 -1.41475460e-11  3.55380580e+03 
 1.64524100e-09  5.16867703e-08 -1.45863490e-11  3.51273146e+03 
 1.65150854e-09  5.18836711e-08 -1.15417293e-11  4.49531175e+03 
 1.65938810e-09  5.21312147e-08 -9.93706877e-12  5.23357553e+03 
 1.66675525e-09  5.23626605e-08 -1.60794887e-11  3.20062566e+03 
 1.67125510e-09  5.25040275e-08 -3.00163063e-11  1.74918350e+03 
 1.67489254e-09  5.26183011e-08 -2.99853423e-11  1.74751971e+03 
 1.67868650e-09  5.27374919e-08 -1.98408362e-11  2.63668503e+03 
 1.68178080e-09  5.28347020e-08 -1.76273274e-11  2.97291860e+03 
 1.68590895e-09  5.29643918e-08 -1.90531449e-11  2.72077811e+03 
 1.68980611e-09  5.30868246e-08 -2.42109154e-11  2.19268144e+03 
 1.69055714e-09  5.31104190e-08 -2.52343715e-11  2.09173337e+03 
 1.69205921e-09  5.31576079e-08 -2.89534963e-11  1.83438432e+03 
 1.69243473e-09  5.31694051e-08 -2.76950382e-11  1.91601521e+03 
 1.69318576e-09  5.31929995e-08 -2.57530166e-11  2.06541377e+03 
 1.69468783e-09  5.32401884e-08 -2.33272534e-11  2.28103149e+03 
 1.69769197e-09  5.33345661e-08 -2.22507654e-11  2.37954935e+03 
 1.70370024e-09  5.35233214e-08 -4.29659495e-11  1.24571485e+03 
 1.70754065e-09  5.36439717e-08 -8.94380499e-11  5.99789148e+02 
 1.71056185e-09  5.37388853e-08 -8.95962948e-11  5.99789148e+02 
 1.71313373e-09  5.38196835e-08 -8.97310059e-11  5.99789148e+02 
 1.71587948e-09  5.39059436e-08 -8.98748233e-11  5.99789148e+02 
 1.71974707e-09  5.40274476e-08 -5.66393852e-11  9.53884782e+02 
 1.72345458e-09  5.41439225e-08 -3.03827276e-11  1.76955458e+03 
 1.73086960e-09  5.43768723e-08 -1.25949041e-11  4.22163797e+03 
 1.73626487e-09  5.45463697e-08 -1.31223562e-11  4.14588645e+03 
 1.74169187e-09  5.47168639e-08 -1.95074546e-11  2.80492074e+03 
 1.74575988e-09  5.48446640e-08 -1.90964086e-11  2.87198842e+03 
 1.74999235e-09  5.49776311e-08 -2.19355274e-11  2.50632821e+03 
 1.75440667e-09  5.51163110e-08 -2.02485234e-11  2.72199163e+03 
 1.75925338e-09  5.52685749e-08 -1.30251339e-11  4.22869986e+03 
 1.76320130e-09  5.53926025e-08 -1.17731290e-11  4.67497904e+03 
 1.76828762e-09  5.55523938e-08 -1.18837353e-11  4.66950728e+03 
 1.77446421e-09  5.57464373e-08 -1.63381916e-11  3.41203229e+03 
 1.77998499e-09  5.59198778e-08 -2.15289357e-11  2.59742881e+03 
 1.78617086e-09  5.61142126e-08 -2.28219578e-11  2.45878172e+03 
 1.79137376e-09  5.62776665e-08 -1.90557159e-11  2.95332209e+03 
 1.79855417e-09  5.65032458e-08 -1.17190960e-11  4.82146798e+03 
 1.80362056e-09  5.66624110e-08 -9.08474732e-12  5.68888835e+03 
 1.81255943e-09  5.69432340e-08 -9.27613785e-12  5.85673701e+03 
 1.82341072e-09  5.72841371e-08 -1.88048907e-11  3.04623611e+03 
 1.82427225e-09  5.73112030e-08 -1.82785335e-11  3.13289997e+03 
 1.82599532e-09  5.73653348e-08 -1.72189637e-11  3.33132874e+03 
 1.82944146e-09  5.74735985e-08 -1.48069310e-11  3.87879260e+03 
 1.83633374e-09  5.76901259e-08 -1.02835555e-11  5.57614561e+03 
 1.84251152e-09  5.78842067e-08 -9.11838641e-12  6.21645611e+03 
 1.85100184e-09  5.81509378e-08 -7.63705376e-12  7.61431569e+03 
 1.86138332e-09  5.84770817e-08 -5.96601178e-12  9.28951685e+03 
 1.87296273e-09  5.88408595e-08 -4.99438381e-12  9.91246954e+03 
 1.89449133e-09  5.95172005e-08 -7.65236492e-12  7.77762190e+03 
 1.89678384e-09  5.95892217e-08 -7.31847599e-12  8.12596616e+03 
 1.90136885e-09  5.97332641e-08 -6.35672660e-12  9.36177182e+03 
 1.90766071e-09  5.99309288e-08 -5.65965272e-12  1.05796068e+04 
 1.91644941e-09  6.02070338e-08 -6.11071023e-12  9.79907821e+03 
 1.91807631e-09  6.02581443e-08 -6.05392064e-12  9.95117562e+03 
 1.92133010e-09  6.03603653e-08 -6.20875494e-12  9.69253208e+03 
 1.92783769e-09  6.05648073e-08 -6.92708103e-12  8.68816577e+03 
 1.93500012e-09  6.07898216e-08 -5.93864365e-12  9.86456701e+03 
