 time            vin             i(v1)           l0             
 2.00000000e-05  6.28318529e-04 -1.25663706e-07  5.00000000e+03 
 4.00000000e-05  1.25663705e-03 -2.51327411e-07  5.00000000e+03 
 8.00000000e-05  2.51327402e-03 -5.02654806e-07  5.00000000e+03 
 1.60000000e-04  5.02654740e-03 -1.00530948e-06  5.00000000e+03 
 3.20000000e-04  1.00530897e-02 -2.01061795e-06  5.00000000e+03 
 6.40000000e-04  2.01061388e-02 -4.02122778e-06  5.00000000e+03 
 1.28000000e-03  4.02119525e-02 -8.04239053e-06  5.00000000e+03 
 2.00000000e-03  6.28301994e-02 -1.25660399e-05  5.00000000e+03 
 2.12800000e-03  6.68510998e-02 -1.33702200e-05  5.00000000e+03 
 2.38400000e-03  7.48927681e-02 -1.49785537e-05  5.00000000e+03 
 2.89600000e-03  9.09755027e-02 -1.81951006e-05  5.00000000e+03 
 3.92000000e-03  1.23137981e-01 -2.46275963e-05  5.00000001e+03 
 5.92000000e-03  1.85939401e-01 -3.71878804e-05  5.00000001e+03 
 7.92000000e-03  2.48711460e-01 -4.97422921e-05  5.00000001e+03 
 9.92000000e-03  3.11444243e-01 -6.22888489e-05  5.00000001e+03 
 1.19200000e-02  3.74127847e-01 -7.48255695e-05  5.00000001e+03 
 1.39200000e-02  4.36752371e-01 -8.73504743e-05  5.00000001e+03 
 1.59200000e-02  4.99307926e-01 -9.98615856e-05  5.00000001e+03 
 1.79200000e-02  5.61784636e-01 -1.12356927e-04  5.00000001e+03 
 1.99200000e-02  6.24172633e-01 -1.24834527e-04  5.00000002e+03 
 2.19200000e-02  6.86462065e-01 -1.37292413e-04  5.00000002e+03 
 2.39200000e-02  7.48643098e-01 -1.49728620e-04  5.00000001e+03 
 2.59200000e-02  8.10705911e-01 -1.62141183e-04  5.00000001e+03 
 2.79200000e-02  8.72640704e-01 -1.74528141e-04  5.00000001e+03 
 2.99200000e-02  9.34437698e-01 -1.86887540e-04  5.00000002e+03 
 3.19200000e-02  9.96087132e-01 -1.99217427e-04  5.00000002e+03 
 3.39200000e-02  1.05757927e+00 -2.11515855e-04  5.00000003e+03 
 3.59200000e-02  1.11890441e+00 -2.23780881e-04  5.00000004e+03 
 3.79200000e-02  1.18005286e+00 -2.36010571e-04  5.00000004e+03 
 3.99200000e-02  1.24101496e+00 -2.48202992e-04  5.00000005e+03 
 4.19200000e-02  1.30178110e+00 -2.60356218e-04  5.00000005e+03 
 4.39200000e-02  1.36234167e+00 -2.72468332e-04  5.00000005e+03 
 4.59200000e-02  1.42268710e+00 -2.84537419e-04  5.00000006e+03 
 4.79200000e-02  1.48280788e+00 -2.96561574e-04  5.00000007e+03 
 4.99200000e-02  1.54269451e+00 -3.08538899e-04  5.00000007e+03 
 5.19200000e-02  1.60233753e+00 -3.20467502e-04  5.00000008e+03 
 5.39200000e-02  1.66172752e+00 -3.32345500e-04  5.00000008e+03 
 5.59200000e-02  1.72085510e+00 -3.44171016e-04  5.00000009e+03 
 5.79200000e-02  1.77971094e+00 -3.55942184e-04  5.00000010e+03 
 5.99200000e-02  1.83828575e+00 -3.67657144e-04  5.00000010e+03 
 6.19200000e-02  1.89657027e+00 -3.79314047e-04  5.00000011e+03 
 6.39200000e-02  1.95455529e+00 -3.90911052e-04  5.00000011e+03 
 6.59200000e-02  2.01223167e+00 -4.02446328e-04  5.00000011e+03 
 6.79200000e-02  2.06959030e+00 -4.13918052e-04  5.00000011e+03 
 6.99200000e-02  2.12662211e+00 -4.25324414e-04  5.00000013e+03 
 7.19200000e-02  2.18331811e+00 -4.36663611e-04  5.00000014e+03 
 7.39200000e-02  2.23966933e+00 -4.47933855e-04  5.00000015e+03 
 7.59200000e-02  2.29566688e+00 -4.59133365e-04  5.00000015e+03 
 7.79200000e-02  2.35130192e+00 -4.70260373e-04  5.00000015e+03 
 7.99200000e-02  2.40656567e+00 -4.81313120e-04  5.00000016e+03 
 8.19200000e-02  2.46144939e+00 -4.92289863e-04  5.00000017e+03 
 8.39200000e-02  2.51594441e+00 -5.03188866e-04  5.00000019e+03 
 8.59200000e-02  2.57004214e+00 -5.14008410e-04  5.00000021e+03 
 8.79200000e-02  2.62373404e+00 -5.24746787e-04  5.00000022e+03 
 8.99200000e-02  2.67701161e+00 -5.35402300e-04  5.00000023e+03 
 9.19200000e-02  2.72986645e+00 -5.45973267e-04  5.00000023e+03 
 9.39200000e-02  2.78229022e+00 -5.56458019e-04  5.00000024e+03 
 9.59200000e-02  2.83427462e+00 -5.66854899e-04  5.00000025e+03 
 9.79200000e-02  2.88581147e+00 -5.77162266e-04  5.00000027e+03 
 9.99200000e-02  2.93689261e+00 -5.87378491e-04  5.00000029e+03 
 1.01920000e-01  2.98750998e+00 -5.97501964e-04  5.00000030e+03 
 1.03920000e-01  3.03765559e+00 -6.07531084e-04  5.00000030e+03 
 1.05920000e-01  3.08732152e+00 -6.17464268e-04  5.00000031e+03 
 1.07920000e-01  3.13649992e+00 -6.27299946e-04  5.00000033e+03 
 1.09920000e-01  3.18518304e+00 -6.37036566e-04  5.00000034e+03 
 1.11920000e-01  3.23336317e+00 -6.46672592e-04  5.00000036e+03 
 1.13920000e-01  3.28103272e+00 -6.56206499e-04  5.00000038e+03 
 1.15920000e-01  3.32818416e+00 -6.65636783e-04  5.00000040e+03 
 1.17920000e-01  3.37481004e+00 -6.74961956e-04  5.00000041e+03 
 1.19920000e-01  3.42090300e+00 -6.84180545e-04  5.00000042e+03 
 1.21920000e-01  3.46645576e+00 -6.93291095e-04  5.00000043e+03 
 1.23920000e-01  3.51146112e+00 -7.02292166e-04  5.00000044e+03 
 1.25920000e-01  3.55591198e+00 -7.11182337e-04  5.00000044e+03 
 1.27920000e-01  3.59980133e+00 -7.19960204e-04  5.00000045e+03 
 1.29920000e-01  3.64312222e+00 -7.28624380e-04  5.00000047e+03 
 1.31920000e-01  3.68586782e+00 -7.37173499e-04  5.00000048e+03 
 1.33920000e-01  3.72803139e+00 -7.45606208e-04  5.00000049e+03 
 1.35920000e-01  3.76960625e+00 -7.53921177e-04  5.00000051e+03 
 1.37920000e-01  3.81058584e+00 -7.62117093e-04  5.00000052e+03 
 1.39920000e-01  3.85096371e+00 -7.70192662e-04  5.00000054e+03 
 1.41920000e-01  3.89073346e+00 -7.78146611e-04  5.00000054e+03 
 1.43920000e-01  3.92988881e+00 -7.85977681e-04  5.00000055e+03 
 1.45920000e-01  3.96842360e+00 -7.93684634e-04  5.00000056e+03 
 1.47920000e-01  4.00633172e+00 -8.01266255e-04  5.00000058e+03 
 1.49920000e-01  4.04360720e+00 -8.08721347e-04  5.00000059e+03 
 1.51920000e-01  4.08024414e+00 -8.16048733e-04  5.00000061e+03 
 1.53920000e-01  4.11623677e+00 -8.23247254e-04  5.00000062e+03 
 1.55920000e-01  4.15157939e+00 -8.30315777e-04  5.00000063e+03 
 1.57920000e-01  4.18626643e+00 -8.37253182e-04  5.00000065e+03 
 1.59920000e-01  4.22029241e+00 -8.44058374e-04  5.00000067e+03 
 1.61920000e-01  4.25365196e+00 -8.50730280e-04  5.00000069e+03 
 1.63920000e-01  4.28633981e+00 -8.57267845e-04  5.00000071e+03 
 1.65920000e-01  4.31835080e+00 -8.63670037e-04  5.00000073e+03 
 1.67920000e-01  4.34967986e+00 -8.69935847e-04  5.00000075e+03 
 1.69920000e-01  4.38032207e+00 -8.76064285e-04  5.00000076e+03 
 1.71920000e-01  4.41027257e+00 -8.82054383e-04  5.00000077e+03 
 1.73920000e-01  4.43952663e+00 -8.87905194e-04  5.00000077e+03 
 1.75920000e-01  4.46807965e+00 -8.93615793e-04  5.00000079e+03 
 1.77920000e-01  4.49592710e+00 -8.99185278e-04  5.00000081e+03 
 1.79920000e-01  4.52306459e+00 -9.04612773e-04  5.00000083e+03 
 1.81920000e-01  4.54948784e+00 -9.09897419e-04  5.00000084e+03 
 1.83920000e-01  4.57519267e+00 -9.15038381e-04  5.00000086e+03 
 1.85920000e-01  4.60017503e+00 -9.20034849e-04  5.00000088e+03 
 1.87920000e-01  4.62443096e+00 -9.24886029e-04  5.00000091e+03 
 1.89920000e-01  4.64795664e+00 -9.29591159e-04  5.00000094e+03 
 1.91920000e-01  4.67074836e+00 -9.34149500e-04  5.00000095e+03 
 1.93920000e-01  4.69280251e+00 -9.38560328e-04  5.00000095e+03 
 1.95920000e-01  4.71411562e+00 -9.42822944e-04  5.00000098e+03 
 1.97920000e-01  4.73468431e+00 -9.46936674e-04  5.00000102e+03 
 1.99920000e-01  4.75450534e+00 -9.50900871e-04  5.00000106e+03 
 2.01920000e-01  4.77357557e+00 -9.54714913e-04  5.00000108e+03 
 2.03920000e-01  4.79189201e+00 -9.58378196e-04  5.00000110e+03 
 2.05920000e-01  4.80945175e+00 -9.61890142e-04  5.00000110e+03 
 2.07920000e-01  4.82625202e+00 -9.65250194e-04  5.00000111e+03 
 2.09920000e-01  4.84229017e+00 -9.68457820e-04  5.00000113e+03 
 2.11920000e-01  4.85756366e+00 -9.71512514e-04  5.00000115e+03 
 2.13920000e-01  4.87207009e+00 -9.74413796e-04  5.00000117e+03 
 2.15920000e-01  4.88580717e+00 -9.77161208e-04  5.00000118e+03 
 2.17920000e-01  4.89877272e+00 -9.79754312e-04  5.00000121e+03 
 2.19920000e-01  4.91096469e+00 -9.82192702e-04  5.00000123e+03 
 2.21920000e-01  4.92238117e+00 -9.84475991e-04  5.00000126e+03 
 2.23920000e-01  4.93302035e+00 -9.86603819e-04  5.00000129e+03 
 2.25920000e-01  4.94288054e+00 -9.88575853e-04  5.00000131e+03 
 2.27920000e-01  4.95196020e+00 -9.90391779e-04  5.00000134e+03 
 2.29920000e-01  4.96025788e+00 -9.92051310e-04  5.00000137e+03 
 2.31920000e-01  4.96777229e+00 -9.93554182e-04  5.00000141e+03 
 2.33920000e-01  4.97450222e+00 -9.94900162e-04  5.00000144e+03 
 2.35920000e-01  4.98044662e+00 -9.96089041e-04  5.00000145e+03 
 2.37920000e-01  4.98560455e+00 -9.97120627e-04  5.00000145e+03 
 2.39920000e-01  4.98997520e+00 -9.97994755e-04  5.00000146e+03 
 2.41920000e-01  4.99355787e+00 -9.98711288e-04  5.00000146e+03 
 2.43920000e-01  4.99635201e+00 -9.99270111e-04  5.00000148e+03 
 2.45920000e-01  4.99835716e+00 -9.99671136e-04  5.00000150e+03 
 2.47920000e-01  4.99957301e+00 -9.99914304e-04  5.00000151e+03 
 2.49920000e-01  4.99999937e+00 -9.99999575e-04  5.00000152e+03 
 2.51920000e-01  4.99963617e+00 -9.99926933e-04  5.00000153e+03 
 2.53920000e-01  4.99848347e+00 -9.99696388e-04  5.00000156e+03 
 2.55920000e-01  4.99654146e+00 -9.99307981e-04  5.00000158e+03 
 2.57920000e-01  4.99381043e+00 -9.98761774e-04  5.00000159e+03 
 2.59920000e-01  4.99029082e+00 -9.98057849e-04  5.00000160e+03 
 2.61920000e-01  4.98598319e+00 -9.97196318e-04  5.00000163e+03 
 2.63920000e-01  4.98088821e+00 -9.96177320e-04  5.00000164e+03 
 2.65920000e-01  4.97500669e+00 -9.95001012e-04  5.00000167e+03 
 2.67920000e-01  4.96833956e+00 -9.93667582e-04  5.00000169e+03 
 2.69920000e-01  4.96088788e+00 -9.92177242e-04  5.00000171e+03 
 2.71920000e-01  4.95265281e+00 -9.90530224e-04  5.00000173e+03 
 2.73920000e-01  4.94363566e+00 -9.88726787e-04  5.00000177e+03 
 2.75920000e-01  4.93383785e+00 -9.86767220e-04  5.00000180e+03 
 2.77920000e-01  4.92326093e+00 -9.84651834e-04  5.00000181e+03 
 2.79920000e-01  4.91190657e+00 -9.82380960e-04  5.00000183e+03 
 2.81920000e-01  4.89977657e+00 -9.79954957e-04  5.00000185e+03 
 2.83920000e-01  4.88687283e+00 -9.77374207e-04  5.00000186e+03 
 2.85920000e-01  4.87319740e+00 -9.74639119e-04  5.00000188e+03 
 2.87920000e-01  4.85875244e+00 -9.71750121e-04  5.00000191e+03 
 2.89920000e-01  4.84354022e+00 -9.68707673e-04  5.00000194e+03 
 2.91920000e-01  4.82756315e+00 -9.65512256e-04  5.00000196e+03 
 2.93920000e-01  4.81082375e+00 -9.62164372e-04  5.00000199e+03 
 2.95920000e-01  4.79332467e+00 -9.58664552e-04  5.00000202e+03 
 2.97920000e-01  4.77506867e+00 -9.55013350e-04  5.00000203e+03 
 2.99920000e-01  4.75605863e+00 -9.51211339e-04  5.00000206e+03 
 3.01920000e-01  4.73629755e+00 -9.47259120e-04  5.00000208e+03 
 3.03920000e-01  4.71578855e+00 -9.43157320e-04  5.00000210e+03 
 3.05920000e-01  4.69453488e+00 -9.38906582e-04  5.00000212e+03 
 3.07920000e-01  4.67253988e+00 -9.34507579e-04  5.00000215e+03 
 3.09920000e-01  4.64980704e+00 -9.29961008e-04  5.00000217e+03 
 3.11920000e-01  4.62633994e+00 -9.25267587e-04  5.00000219e+03 
 3.13920000e-01  4.60214228e+00 -9.20428054e-04  5.00000221e+03 
 3.15920000e-01  4.57721790e+00 -9.15443177e-04  5.00000223e+03 
 3.17920000e-01  4.55157072e+00 -9.10313740e-04  5.00000224e+03 
 3.19920000e-01  4.52520479e+00 -9.05040551e-04  5.00000227e+03 
 3.21920000e-01  4.49812428e+00 -8.99624446e-04  5.00000231e+03 
 3.23920000e-01  4.47033347e+00 -8.94066281e-04  5.00000233e+03 
 3.25920000e-01  4.44183673e+00 -8.88366936e-04  5.00000234e+03 
 3.27920000e-01  4.41263858e+00 -8.82527304e-04  5.00000236e+03 
 3.29920000e-01  4.38274363e+00 -8.76548309e-04  5.00000240e+03 
 3.31920000e-01  4.35215658e+00 -8.70430899e-04  5.00000242e+03 
 3.33920000e-01  4.32088228e+00 -8.64176038e-04  5.00000245e+03 
 3.35920000e-01  4.28892567e+00 -8.57784713e-04  5.00000248e+03 
 3.37920000e-01  4.25629178e+00 -8.51257936e-04  5.00000249e+03 
 3.39920000e-01  4.22298577e+00 -8.44596737e-04  5.00000250e+03 
 3.41920000e-01  4.18901291e+00 -8.37802165e-04  5.00000252e+03 
 3.43920000e-01  4.15437855e+00 -8.30875294e-04  5.00000253e+03 
 3.45920000e-01  4.11908817e+00 -8.23817219e-04  5.00000255e+03 
 3.47920000e-01  4.08314734e+00 -8.16629052e-04  5.00000257e+03 
 3.49920000e-01  4.04656173e+00 -8.09311928e-04  5.00000260e+03 
 3.51920000e-01  4.00933712e+00 -8.01867007e-04  5.00000262e+03 
 3.53920000e-01  3.97147939e+00 -7.94295462e-04  5.00000264e+03 
 3.55920000e-01  3.93299451e+00 -7.86598489e-04  5.00000266e+03 
 3.57920000e-01  3.89388858e+00 -7.78777303e-04  5.00000267e+03 
 3.59920000e-01  3.85416775e+00 -7.70833139e-04  5.00000269e+03 
 3.61920000e-01  3.81383830e+00 -7.62767251e-04  5.00000271e+03 
 3.63920000e-01  3.77290661e+00 -7.54580913e-04  5.00000273e+03 
 3.65920000e-01  3.73137913e+00 -7.46275418e-04  5.00000276e+03 
 3.67920000e-01  3.68926242e+00 -7.37852077e-04  5.00000278e+03 
 3.69920000e-01  3.64656313e+00 -7.29312221e-04  5.00000280e+03 
 3.71920000e-01  3.60328801e+00 -7.20657199e-04  5.00000282e+03 
 3.73920000e-01  3.55944389e+00 -7.11888378e-04  5.00000283e+03 
 3.75920000e-01  3.51503769e+00 -7.03007139e-04  5.00000286e+03 
